Date,rien,rien,rien,rien,rien,rien,rien,rien,P(tous),A,P(SPF),Pi,Hi,His,Ci,Cis,Date,CDi,HDi,HDs,Di,D,CDs,C2Os,COis,COi,OBs,Cos,HOi,HOis,Ois,Oi,Oos,Oo,O,H2Rs,HRs,HRi,Ri,Hos,H,D,R,C,Mi,M,Oref,Href,Cref,Rref,Dref,Vref,Wref,Hiref,Ciref,Diref,Riref,Hsref,Csref,Rsref,Dsref,Tous,dTous,sref,1a0,0a1,Vi,Vs,VDi,VD,Bi,BDi,HsBs,BDs,BFi,F,BRstemp,BRs,BRi,FR,DD,Bio,eHB
17/02/20,,,,,,,,,,,,,,,,,17/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/20,,,,,,,,,,,,,,,,,18/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/20,,,,,,,,,,,,,,,,,19/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/20,,,,,,,,,12,0,,,,,,,20/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/20,,,,,,,,,12,0,,,,,,,21/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/20,,,,,,,,,12,0,,,,,,,22/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/20,,,,,,,,,12,0,12,,,,,,23/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/20,,,,,,,,,12,0,12,,,,,,24/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/20,,,,,,,,,14,0,14,,,,,,25/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/20,,,,,,,,,16.4,0,18,0,,,,,26/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/20,,,,,,,,,36.4,0,38,0,,,,,27/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/20,,,,,,,,,61.4,0,57,0,,,,,28/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/02/20,,,,,,,,,91.4,0,100,0,,,,,29/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/20,,,,,,,,,126.4,0,130,0,,,,,01/03/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/20,,,,,,,,,171.4,0,191,0,,,,,02/03/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/20,,,,,,,,,221.4,0,212,0,0,0,0,0,03/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,,,,,,,,,,,0,221.4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04/03/20,,,,,,,,,321.4,0,285,101.269795701375,0,0,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.269795701375,101.269795701375,,,15,,4,,,,,,,,,,,101.269795701375,220.130204298625,,0.962962962962963,0.037037037037037,0,0,0,0,0,0,0,0,0.145667462730901,0.145667462730901,-0.145667462730901,0,0,0.145667462730901,0,-0.145667462730901,
05/03/20,,,,,,,,,441.4,0,423,141.883892270358,0,0,0,0,05/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145667462730901,-0.145667462730901,0,0.145667462730901,0,141.883892270358,243.153687971733,,,23,,7,,,,,,,,,,,243.153687971733,198.246312028267,,0.925925925925926,0.074074074074074,0,0,0,0,0,0,0,0,0.387702439431913,0.533369902162814,-0.533369902162814,0,0,0.679037364893715,0,-0.533369902162814,
06/03/20,,,,,,,,,650.288569909622,0,613,188.816123099958,0,0,0,0,06/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533369902162814,-0.533369902162814,0,0.533369902162814,0,188.816123099958,431.96981107169,,,39,,9,,,,,,,,,,,431.96981107169,218.318758837931,,0.888888888888889,0.111111111111111,0,0,0,0,0,0,0,0,0.700431717404621,1.23380161956744,-1.23380161956744,0,0,1.76717152173025,0,-1.23380161956744,
07/03/20,,,,,,,,,890.142960937697,0,949,227.412895261241,0,0,0,0,07/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23380161956744,-1.23380161956744,0,1.23380161956744,0,227.412895261241,659.382706332931,,,45,,16,,,,,,,,,,,659.382706332931,230.760254604766,,0.851851851851852,0.148148148148148,0,0,0,0,0,0,0,0,1.08763936463381,2.32144098420124,-2.32144098420124,0,0,3.55524260376868,0,-2.32144098420124,
08/03/20,,,,,,,,,1154.29709627604,0,1126,264.847247881609,0,0,0,0,08/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32144098420124,-2.32144098420124,0,2.32144098420124,0,264.847247881609,924.22995421454,,,,,19,,,,,,,,,,,924.22995421454,230.067142061503,,0.814814814814815,0.185185185185185,0,0,0,0,0,0,0,0,1.49589711287478,3.81733809707602,-3.81733809707602,0,0,6.13877908127726,0,-3.81733809707602,
09/03/20,,,,,,,,,1436.91452317663,0,1412,291.4085284821,133.676130325814,133.676130325814,0,0,09/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.676130325814,0,0,0,3.81733809707602,129.858792228738,0,3.81733809707602,0,157.732398156286,1081.96235237083,,,66,,25,,,,,,,,,,,1215.63848269664,221.276040479988,,0.777777777777778,0.222222222222222,0,0,24.9528776608187,24.9528776608187,0,0,133.676130325814,0,2.18564136942356,6.00297946649958,-6.00297946649958,0,0,9.8203175635756,0,-6.00297946649958,
10/03/20,,,,,,,,,1769.94069086858,0,1784,354.811910620708,187.286737796873,320.962868122687,30.7455099749373,30.7455099749373,10/03/20,0,0,0,0,0,0,30.7455099749373,0,0,0,0,0,0,0,0,0,0,0,290.21735814775,0,0,0,6.00297946649958,314.959888656188,0,6.00297946649958,30.7455099749373,167.525172823835,1249.48752519466,,,86,,33,,,,,,,,,,,1570.45039331735,199.490297551237,,0.740740740740741,0.259259259259259,0,0,34.9601910554163,59.913068716235,0,0,320.962868122687,0,3.15646774931773,9.15944721581731,-9.15944721581731,0,0,15.1624266823169,0,-9.15944721581731,
11/03/20,,,,,,,,,2108.94069086858,0,2281,439.211653430112,249.237282491944,570.200150614631,43.0759496932808,73.8214596682181,11/03/20,0,0,0,0,0,0,73.8214596682181,0,0,0,0,0,0,0,0,0,0,0,496.378690946413,0,0,0,9.15944721581731,561.040703398814,0,9.15944721581731,73.8214596682181,189.974370938168,1439.46189613283,,,105,,48,,,,,,,,,,,2009.66204674746,99.2786441211251,,0.703703703703704,0.296296296296296,0,0,46.5242927318296,106.437361448065,0,0,570.200150614631,0,4.92452060537205,14.0839678211894,-14.0839678211894,0,0,23.2434150370067,0,-14.0839678211894,
12/03/20,,,,,,,,,2729.9914541404,0,2876,599.576372407312,300.185021744838,870.385172359469,57.3245749731471,131.146034641365,12/03/20,0,0,0,0,0,0,131.146034641365,0,0,0,0,0,0,0,0,0,0,0,739.239137718104,89.1174202172096,89.1174202172096,89.1174202172096,103.201388038399,767.183784321071,0,103.201388038399,131.146034641365,299.391350662474,1738.8532467953,,,129,,61,,,,,,,,,,,2609.23841915477,120.75303498563,,0.666666666666667,0.333333333333333,0,0,56.0345373923698,162.471898840434,0,0,870.385172359469,0,6.79058275606848,20.8745505772578,-20.8745505772578,0,0,124.075938615657,0,-20.8745505772578,
13/03/20,,,,,,,,,3412.74020480494,0,3661,773.8975677312,349.598367203723,1219.98353956319,69.0425550013128,200.188589642678,13/03/20,7.07146729423558,0,0,7.07146729423558,7.07146729423558,7.07146729423558,193.117122348442,0,0,0,7.07146729423558,0,0,0,0,0,0,0,1019.79494992052,182.729447722657,93.6120275054478,93.6120275054478,210.675465594151,1009.30807396904,7.07146729423558,203.603998299915,193.117122348442,424.299200527477,2163.15244732278,,,,,79,,,,,,,,,,,3383.13598688597,29.6042179189699,,0.62962962962963,0.37037037037037,89.1174202172096,89.1174202172096,65.2583618780284,227.730260718463,0,0,1219.98353956319,0,15.253428029038,36.1279786062959,-36.1279786062959,0,0,239.731976906211,7.07146729423558,-36.1279786062959,
14/03/20,,,,,,,,,4502.02399142373,0,4500,957.863314489462,384.659257596372,1604.64279715957,80.4076244568564,280.596214099534,14/03/20,9.90746842945458,0,0,9.90746842945458,16.9789357236902,16.9789357236902,263.617278375844,0,0,0,16.9789357236902,0,0,0,0,0,0,0,1324.04658306003,294.150335375652,111.420887652995,111.420887652995,347.257249705638,1257.38554745393,16.9789357236902,330.278313981948,263.617278375844,573.20405689309,2736.35650421587,,,300,,91,,,,,,,,,,,4340.99930137543,161.024690048292,,0.592592592592593,0.407407407407407,124.857825197915,213.975245415125,38.8652629057088,266.595523624171,0,0,1604.64279715957,0,19.7547723693152,55.8827509756111,-55.8827509756111,0,0,386.161064957559,16.9789357236902,-55.8827509756111,
15/03/20,,,,,,,,,5649.30763937714,0,5423,1070.5430383103,468.351722019334,2072.9945191789,88.4716292471656,369.0678433467,15/03/20,13.1846522438238,0,0,13.1846522438238,30.163587967514,30.163587967514,338.904255379186,0,0,0,30.163587967514,0,0,0,0,0,0,0,1703.9266758322,410.688409843391,116.538074467739,116.538074467739,496.734748786516,1576.25977039238,30.163587967514,466.571160819002,338.904255379186,602.191316290967,3338.54782050684,,,400,,127,,,,,,,,,,,5411.54233968574,237.765299691409,,0.555555555555556,0.444444444444444,166.158188327963,380.133433743087,41.2782025837929,307.873726207964,0,0,2072.9945191789,0,20.8315768993396,76.7143278749506,-76.7143278749506,0,0,543.285488693953,30.163587967514,-76.7143278749506,
16/03/20,,,,,,,,,6809.68390636705,0,6633,1154.90922198014,579.759382527748,2652.75390170665,107.720896064447,476.788739411147,16/03/20,15.8797876503019,24.0617034586466,24.0617034586466,39.9414911089485,70.1050790764625,46.0433756178159,430.745363793331,0,0,0,46.0433756178159,26.7352260651629,26.7352260651629,26.7352260651629,26.7352260651629,0,0,26.7352260651629,2125.16823277169,528.782566625452,118.094156782061,118.094156782061,675.601973576865,1977.15192812978,70.1050790764625,605.496894500403,430.745363793331,575.149839452395,3913.69765995923,,,,,148,,,,,,,0,0,0,0,6566.45156166588,243.232344701177,,0.518518518518518,0.481481481481481,200.123347829892,580.25678157298,46.8096849991646,354.683411207129,0,0,2652.75390170665,0,4.26863555131249,80.9829634262631,-80.9829634262631,0,0,686.479857926666,70.1050790764625,-80.9829634262631,
17/03/20,,,,,,,,,7951.67904755474,0,7730,1171.32310895719,791.440811577652,3444.1947132843,133.344657981382,610.133397392529,17/03/20,18.493753625077,28.1774210079484,52.239124466595,46.6711746330254,116.776253709488,64.5371292428929,545.596268149636,0,0,0,64.5371292428929,37.4573475593746,64.1925736245375,64.1925736245375,37.4573475593746,0,0,64.1925736245375,2717.62961780064,706.817459420067,178.034892794614,178.034892794614,904.576676555818,2539.61803672848,116.776253709488,787.80042284633,545.596268149636,379.882297379539,4293.57995733877,,2579,699,602,175,,,0,0,0,0,0,0,0,0,7737.77467062307,213.904376931673,,0.481481481481481,0.518518518518518,233.065578135816,813.322359708795,73.7700288032335,428.453440010363,0,0,3444.1947132843,0,24.5615962850921,105.544559711355,-105.544559711355,0,0,893.344982557685,116.776253709488,-105.544559711355,0
18/03/20,,,,,,,,,9192.08909710548,0,9134,1297.93622129298,1021.54478940518,4465.73950268948,182.03138666286,792.164784055389,18/03/20,20.3484747268481,37.1090399037594,89.3481643703544,57.4575146306075,174.233768340095,84.885603969741,707.279180085648,0,0,0,84.885603969741,49.8474564983888,114.040030122926,114.040030122926,49.8474564983888,0,0,114.040030122926,3470.18652414081,918.53261045195,211.715151031883,211.715151031883,1198.3109385034,3267.42856418608,174.233768340095,1024.07717016331,707.279180085648,276.391431887796,4569.97138922657,,3626,931,1000,264,,,3626,931,264,1000,3626,931,1000,264,9035.71089191605,156.37820518943,-1264,0.444444444444444,0.555555555555556,138.804510377531,952.126870086327,104.54732300997,533.000763020333,0,0,4465.73950268948,0,30.4866205147045,136.03118022606,-136.03118022606,0,0,1160.10835038937,174.233768340095,-136.03118022606,-1264
19/03/20,,,,,,,,,10358.8974546661,0,10995,1476.17944604478,1264.37957512609,5730.11907781557,234.955301563192,1027.12008561858,19/03/20,24.7758060948228,43.7148804189044,133.063044789259,68.4906865137272,242.724454853822,109.661410064564,917.458675554017,0,0,0,109.661410064564,60.0370043489676,174.077034471894,174.077034471894,60.0370043489676,0,0,174.077034471894,4395.85891293584,1159.95961539375,241.427004941799,241.427004941799,1538.71525047363,4191.40382734194,242.724454853822,1295.99079561981,917.458675554017,211.79987091869,4781.77126014525,,4461,1122,1300,372,,,2229,438,155,519,5855,1369,1519,419,10511.8903379608,-152.992883294775,-544,0.407407407407407,0.592592592592593,147.422152084975,1099.5490221713,141.237479618457,674.23824263879,0,0,5730.11907781557,0,32.4015597773869,168.432740003447,-168.432740003447,0,0,1464.42353562326,242.724454853822,-168.432740003447,-544
20/03/20,,,,,,,,,12340.0493895031,0,12612,1858.08954744663,1413.1168105696,7143.23588838517,290.807302279001,1317.92738789758,20/03/20,30.6692713357179,50.5000461964339,183.563090985693,81.1693175321518,323.893772385974,140.330681400282,1177.5967064973,0,0,0,140.330681400282,69.9196734407447,243.996707912639,243.996707912639,69.9196734407447,0,0,243.996707912639,5397.74870158926,1471.97635256349,312.016737169738,312.016737169738,1964.30286495291,5178.93302343226,323.893772385974,1640.40909256693,1177.5967064973,444.972736877031,5226.74399702229,,5226,1297,1587,450,,,1256,242,83,317,7111,1611,1836,502,12369.9798854075,-29.9304959043129,-453,0.37037037037037,0.62962962962963,167.177446425588,1266.72646859689,148.379940334094,822.618182972884,0,0,7143.23588838517,0,32.6844787010885,201.117218704535,-201.117218704535,0,0,1841.52631127147,323.893772385974,-201.117218704535,-453
21/03/20,,,,,,,,,14365.350678926,0,14282,2241.2546212457,1524.48017301379,8667.71606139896,325.016866431007,1642.94425432859,21/03/20,41.8672189324578,54.7652939651128,238.328384950806,96.6325128975706,420.526285283545,182.197900332739,1460.74635399585,0,0,0,182.197900332739,76.9318515192744,320.928559431913,320.928559431913,76.9318515192744,0,0,320.928559431913,6465.51486268765,1836.59214132728,364.615788763794,364.615788763794,2458.23564531536,6209.4804160836,420.526285283545,2037.70936003182,1460.74635399585,716.774448231912,5943.5184452542,,6172,1525,1811,562,,,1540,298,115,368,8651,1909,2204,617,14611.2345066532,-245.883827727141,-342,0.333333333333333,0.666666666666667,263.464388582977,1530.19085717987,141.71692044107,964.335103413955,0,0,8667.71606139896,0,48.5249493208139,249.642168025349,-249.642168025349,0,0,2287.35152805717,420.526285283545,-249.642168025349,-342
22/03/20,,,,,,,,,17381.0991213523,0,16481,2620.86545133706,1546.14650382349,10213.8625652225,350.630439793171,1993.57469412176,22/03/20,54.0397193595342,68.3784166989904,306.706801649796,122.418136058525,542.94442134207,236.237619692274,1757.33707442949,0,0,0,236.237619692274,93.6703444038669,414.59890383578,414.59890383578,93.6703444038669,0,0,414.59890383578,7498.98216561511,2234.21319931953,397.621057992248,397.621057992248,3026.79978868695,7187.0627765355,542.94442134207,2483.85536734488,1757.33707442949,1074.71894751357,7018.23739276777,,7240,1746,2200,674,,,1534,309,124,315,10185,2218,2519,741,17232.0999579902,148.999163362103,-315,0.296296296296296,0.703703703703704,373.383296464179,1903.57415364405,93.6029980743185,1057.93810148827,0,0,10213.8625652225,0,54.0242420324387,303.666410057788,-303.666410057788,0,0,2787.52177740267,542.94442134207,-303.666410057788,-315
23/03/20,,,,,,,,,20357.1199677708,0,19615,2768.53036339998,1713.27581210673,11927.1383773292,355.613695879403,2349.18839000116,23/03/20,66.8856795241702,84.9669275633942,391.67372921319,151.852607087564,694.797028429634,303.123299216444,2046.06509078472,0,0,18.714658245614,303.123299216444,115.95187650555,530.550780341329,530.550780341329,115.951876505549,18.714658245614,18.714658245614,511.836122095715,8655.7254777735,2661.58423806551,427.371038745982,446.085696991596,3678.76233479855,8248.37604253064,694.797028429634,2965.2506481233,2046.06509078472,1055.25455129325,8073.49194406102,,8675,2082,2567,860,,,2053,448,189,377,12238,2666,2896,930,19981.9156631446,375.204304626233,-263,0.259259259259259,0.740740740740741,504.419570065919,2407.99372370996,68.1028488171529,1126.04095030543,18.714658245614,0,11945.8530355748,0,58.4164106067776,362.082820664565,-362.082820664565,0,0,3327.33346878786,694.797028429634,-343.368162418951,-281.714658245614
24/03/20,,,,,,,,,23188.5461036785,0,22025,2828.50385095388,1948.55686877911,13875.6952461083,394.053436784549,2743.24182678571,24/03/20,74.7538792791317,118.457307647329,510.131036860519,193.21118692646,888.008215356094,377.877178495576,2365.36464829014,0,0,44.9348015371762,377.877178495576,158.28816231553,688.83894265686,688.83894265686,158.28816231553,44.9348015371762,26.2201432915622,643.904141119683,9933.4834398052,3089.68970608635,428.105468020837,454.325611312399,4366.00088539857,9509.69436070972,888.008215356094,3451.77252675091,2365.36464829014,879.946982174773,8953.43892623579,,10176,2516,3281,1100,,,2618,571,244,743,14856,3237,3639,1174,22802.9140290525,385.632074625966,-133,0.222222222222222,0.777777777777778,529.928358336051,2937.92208204602,52.1874881943652,1178.22843849979,26.2201432915622,0,13920.6300476455,0,60.6657843990313,422.748605063597,-422.748605063597,0,0,3874.52113181451,888.008215356094,-377.81380352642,-177.934801537176
25/03/20,,,,,,,,,25820.1537977175,0,25233,2710.64889814962,2452.67820262955,16328.3734487378,448.168079819195,3191.40990660491,25/03/20,80.6450011524294,151.112412493618,661.243449354137,231.757413646048,1119.76562900214,458.522179648005,2732.8877269569,5.69361295832172,5.69361295832172,79.8280210860484,464.215792606327,204.308957881037,893.147900537896,898.841513496218,210.002570839359,79.8280210860484,34.8932195488722,819.01349241017,11582.5721922409,3603.06527480332,513.375568716971,548.268788265843,5180.47272841793,11147.9007203199,1119.76562900214,4025.81387986692,2727.19411399858,257.970695520072,9211.40962175586,,11539,2827,3900,1331,,,3166,607,293,834,18022,3844,4473,1467,25504.8898509448,315.263946772702,543,0.185185185185185,0.814814814814815,506.131858718107,3444.05394076412,109.641282366501,1287.86972086629,34.8932195488722,0,16408.2014698239,0,60.0564288639104,482.805033927507,-482.805033927507,0,0,4508.61891379442,1119.76562900214,-402.977012841459,463.171978913952
26/03/20,,,,,,,,,28529.6372294668,0,29155,2822.64384553328,2958.45610004432,19286.8295487822,564.115986604797,3755.5258932097,26/03/20,81.7911500522627,185.296369241322,846.539818595459,267.087519293584,1386.85314829573,540.313329700268,3215.21256350944,10.9365125434397,5.24289958511799,121.853924130326,551.249842243707,252.875915025218,1146.02381556311,1156.96032810655,258.118814610336,121.853924130326,42.0259030442773,1035.10640397623,13538.7400214139,4238.41451727158,635.349242468264,677.375145512541,6150.09860253909,13136.7309462431,1386.85314829573,4721.21955119909,3204.276050966,-135.812254511041,9075.59736724482,,13879,3351,4948,1696,,,3096,611,318,888,21118,4455,5361,1785,28320.4010129827,209.23621648406,93,0.148148148148148,0.851851851851852,334.296421693995,3778.35036245812,176.613224044343,1464.48294491063,42.0259030442773,0,19408.6834729125,0,58.9183735598567,541.723407487364,-541.723407487364,0,0,5262.94295868645,1386.85314829573,-419.869483357038,-28.8539241303257
27/03/20,,,,,,,,,30953.5789305321,0,32964,3037.76179543694,3459.54239576492,22746.3719445471,680.444903010194,4435.9707962199,27/03/20,90.6322904604462,202.015711492307,1048.55553008777,292.648001952754,1679.50115024848,630.945620160714,3805.02517605918,41.9011238267626,30.9646112833229,170.797695538847,672.846743987477,282.62336211392,1428.64717767703,1470.5483015038,313.587973397242,170.797695538847,48.9437714085213,1299.75060596495,15833.1984405624,5011.15052703244,772.736009760853,821.679781169374,7281.3188561768,15465.0530883703,1679.50115024848,5552.8739345198,3763.12405223242,-421.78060032798,8653.81676691684,,15701,3758,5700,1995,,,3058,607,307,814,24176,5062,6175,2092,31351.2449400554,-397.666009523262,208,0.111111111111111,0.888888888888889,243.22446006126,4021.57482251938,264.810748667344,1729.29369357798,48.9437714085213,0,22917.1696400859,0,55.9821935198656,597.705601007229,-597.705601007229,0,0,6150.57953552703,1679.50115024848,-426.907905468382,37.202304461153
